Ligand,Source,SourceID,Affinity,TotalModes,SimScore,SMILES,MW,TPSA,HBD,HBA,RotB,LogP
mol_928,PubChem,269183,-7.421,9,33,[H]c1c([H])c([H])c(-n2c(=O)c([H])c(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],235.29,22.0,0,1,2,3.3
mol_1252,PubChem,14113898,-7.035,9,11,[H]c1c([H])c(-n2c(=O)c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c([H])c(C([H])([H])[H])c1[H],235.29,22.0,0,1,2,3.3
mol_1235,PubChem,159167363,-7.048,9,6,[H]c1c(C([H])([H])C([H])([H])[H])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c12,235.33,12.89,0,1,4,4.51
mol_4348,PubChem,154233595,-7.089,9,0,[H]C1=C(C(F)(F)F)c2c1c(=O)[n-]c1c([H])c([H])c([H])c([H])c21,236.17,31.17,0,1,0,2.57
mol_3106,PubChem,58955250,-7.181,9,28,[H]c1nc2c([H])c([H])c(C(F)(F)C(=O)[N-]N([H])[H])c([H])c2c([H])c1[H],236.2,70.08,1,3,3,2.1
mol_2783,PubChem,129823724,-7.21,9,33,[H]c1nc2c([H])c([H])c3c([H])c(C(F)(F)F)n([H])c3c2c([H])c1[H],236.2,28.68,1,1,0,3.73
mol_2570,PubChem,103587076,-7.065,9,6,[H]c1c(C([H])([H])[H])c(F)c2c(=O)c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])[n-]c2c1F,236.24,31.17,0,1,4,2.87
mol_2263,PubChem,129744970,-7.156,9,22,[H]c1c(C([H])([H])C(=O)[O-])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,236.25,53.02,0,3,2,1.68
mol_2251,PubChem,69132601,-7.434,9,11,[H]c1c([H])c([H])c(-c2c([H])c(=O)n([H])c3c([H])c([H])c([O-])c([H])c23)c([H])c1[H],236.25,55.92,1,2,1,2.27
mol_2668,PubChem,20077449,-7.123,9,6,[H]c1c([H])c([H])c(-c2c([H])c(=O)n([H])c3c([H])c([H])c([H])c([O-])c23)c([H])c1[H],236.25,55.92,1,2,1,2.27
mol_1053,PubChem,102515036,-7.397,9,6,[H]c1c([H])c([H])c(-c2c([O-])c(=O)n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],236.25,55.92,1,2,1,2.27
mol_4363,PubChem,101272470,-7.024,9,11,[H]c1c([H])c([H])c(-c2c([H])c3c([O-])c([H])c([H])c([H])c3n([H])c2=O)c([H])c1[H],236.25,55.92,1,2,1,2.27
mol_3127,PubChem,58601207,-7.08,9,6,[H]C#Cc1c([H])c([H])c2c(c1[H])c1n[n-]c(C([H])([H])[H])c1c(=O)n2C([H])([H])[H],236.25,48.99,0,2,2,1.33
mol_4036,PubChem,136769571,-7.028,9,6,[H]c1nc2c([H])c([H])c([H])c(-c3nc(C([H])([H])[H])[n-]c(=O)c3[H])c2c([H])c1[H],236.25,56.95,0,3,2,1.92
mol_3958,PubChem,159227731,-7.042,8,25,[H]c1c([H])c([H])c(-c2c([H])c([H])c3c(=O)c([H])c([H])n([H])c3c2[O-])c([H])c1[H],236.25,55.92,1,2,1,2.27
mol_3629,PubChem,12197074,-7.047,9,0,[H]c1c(C([H])([H])[H])nc2c(c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c1C(=O)[O-],236.25,53.02,0,3,2,2.06
mol_2833,PubChem,135850596,-7.18,9,6,[H]Oc1c([H])c([H])c([H])c2c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[O-])nc12,236.25,56.18,1,3,2,2.68
mol_2280,PubChem,67206,-7.362,9,6,[H]c1c([H])c([H])c(-c2c([O-])c(=O)n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],236.25,55.92,1,2,1,2.27
mol_4907,PubChem,176089289,-7.11,9,11,[H]C1=C([H])C2(N([H])c3c(F)c([H])c(F)c([H])c31)C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H],236.27,24.06,2,2,0,2.53
mol_123,PubChem,90776516,-7.623,9,6,[H]c1c([C@]([H])(N=O)C([H])([H])[H])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,236.27,42.32,0,3,3,4.22
mol_915,PubChem,20819975,-7.151,9,17,[H]c1nc(-n2c(=O)c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c([H])c(C([H])([H])[H])c1[H],236.27,34.89,0,2,2,2.69
mol_729,PubChem,124115380,-7.207,9,6,[H]c1c(C(=O)N([H])[H])nc2c(c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c1C([H])([H])[H],236.27,55.98,1,2,2,2.8
mol_4353,PubChem,86205172,-7.389,9,17,[H]c1c([H])c([H])c2c([H])c([H])c([C@]3(C#N)C(=O)C([H])([H])C([H])([H])C3([H])[H])nc2c1[H],236.27,53.75,0,3,1,2.75
mol_550,PubChem,173096442,-7.158,9,0,[H]ON=C([H])C([H])([H])c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,236.27,45.48,1,3,3,3.39
mol_32,PubChem,136403057,-8.399,9,6,[H]ON=C(c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12)C([H])([H])[H],236.27,45.48,1,3,3,3.59
mol_3209,PubChem,144031394,-7.219,9,11,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1nc(N=NN([H])[H])c([H])c(C([H])([H])[H])c12,236.28,63.63,1,3,3,3.65
mol_4485,PubChem,84147045,-7.13,9,11,[H]c1nc([H])c(C#N)c(N2c3c([H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])C2([H])[H])n1,236.28,52.81,0,4,1,2.43
mol_3383,PubChem,81221511,-7.081,9,22,[H]c1nc(-c2c([H])c([H])c([H])c3nc([H])c([H])c([H])c23)c(C([H])([H])[H])c(N([H])[H])n1,236.28,64.69,1,4,3,2.58
mol_2805,PubChem,143744580,-7.637,9,6,[H]c1c([H])c2c3c(c1[H])C([H])([H])C([H])([H])N([H])[C@]3([H])C([H])([H])c1c([H])c([H])c([O-])c([H])c1-2,236.29,35.09,1,2,0,2.17
mol_1688,PubChem,174448210,-7.029,9,28,[H]N=C1c2c(nc(C([H])([H])[H])c([H])c2[H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H],236.32,36.74,1,2,2,3.49
mol_473,PubChem,55045936,-7.34,9,0,[H]c1c(C([H])(C([H])([H])[H])C([H])([H])[H])nc2c(c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c1N([H])[H],236.32,38.91,1,2,4,4.09
mol_1033,PubChem,123456893,-7.08,9,0,[H]C1=C(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2N1c1nc(C([H])([H])[H])c([H])c([H])c1[H],236.32,16.13,0,2,3,3.99
mol_2881,PubChem,123806526,-7.018,9,17,[H]C1=C([H])[C@]([H])(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2N1c1nc(C([H])([H])[H])c([H])c([H])c1[H],236.32,16.13,0,2,3,4.16
mol_227,PubChem,459778,-7.689,9,0,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1c(=O)c([H])c(C(=O)[O-])[n-]c12,237.21,71.3,0,3,1,0.67
mol_90,PubChem,13371436,-7.416,9,0,[H]c1c([H])c([H])c2c(c1[H])c(-c1nn[n-]n1)c([H])c1nnnn12,237.21,95.85,0,6,1,0.09
mol_688,PubChem,153796524,-7.584,9,6,[H]c1c(C(=O)[O-])nc2c(c1[H])c([O-])c([H])c1c([H])c([H])c([H])c([H])c12,237.21,76.08,0,4,1,0.83
mol_2883,PubChem,158322318,-7.238,9,0,[H]c1c(C(=O)[O-])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])c([O-])c12,237.21,76.08,0,4,1,0.83
mol_1720,PubChem,129874972,-7.266,9,0,[H]c1nnn(-c2c([H])c3nnnn3c3c([H])c([H])c([H])c([H])c23)c1[H],237.23,73.79,0,5,1,0.86
mol_228,PubChem,163572099,-7.495,9,22,[H]c1nc2c([H])c([H])c([H])c([C@]34C(=O)[N-]C(=O)[C@@]3([H])C4([H])[H])c2c([H])c1[H],237.24,61.13,0,3,1,1.93
mol_846,PubChem,176429841,-7.496,9,22,[H]c1n[n-]c(N([H])[H])c1C(=O)c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H],237.24,82.97,1,4,3,1.4
mol_242,PubChem,57856039,-7.511,9,22,[H]c1nc2c([H])c([H])c([H])c([C@]34C(=O)[N-]C(=O)[C@@]3([H])C4([H])[H])c2c([H])c1[H],237.24,61.13,0,3,1,1.93
mol_4517,PubChem,172693899,-7.156,9,0,[H]c1n[n-]c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2c([H])c1C(=O)N([H])[H],237.24,82.97,1,3,2,1.35
mol_764,PubChem,81220797,-7.488,9,22,[H]c1nc2c([H])c([H])c(C(=O)c3c([H])n[n-]c3N([H])[H])c([H])c2c([H])c1[H],237.24,82.97,1,4,3,1.4
mol_860,PubChem,81220874,-7.194,9,28,[H]c1nc2c([H])c(C(=O)c3c([H])n[n-]c3N([H])[H])c([H])c([H])c2c([H])c1[H],237.24,82.97,1,4,3,1.4
mol_1786,PubChem,134987039,-7.48,9,0,[H]c1nc([H])c(-c2c([O-])c(=O)n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],237.24,68.81,1,3,1,1.66
mol_537,PubChem,65360340,-7.364,9,11,[H]c1n[n-]c(N([H])[H])c1C(=O)c1c([H])nc2c([H])c([H])c([H])c([H])c2c1[H],237.24,82.97,1,4,3,1.4
mol_545,PubChem,46398201,-7.362,9,0,[H]c1c(C(=O)[O-])nc2c(c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c1N([H])[H],237.24,79.04,1,4,2,1.33
mol_4220,PubChem,3545335,-7.284,9,11,[H]c1c([H])c([H])c([C@]2([H])C(=O)c3c([H])c([H])c([H])c([H])c3N([H])C2=O)c([H])c1[H],237.26,46.17,1,2,1,2.61
mol_2370,PubChem,92504750,-7.264,9,17,[H]c1c([H])c([H])c([C@]2([H])C(=O)c3c([H])c([H])c([H])c([H])c3N([H])C2=O)c([H])c1[H],237.26,46.17,1,2,1,2.61
mol_4879,PubChem,388308,-7.057,9,6,[H]c1c(C([H])([H])[H])nc2c(c1[H])C(=O)c1c([H])c(C([H])([H])[H])c([H])c([H])c1C2=O,237.26,47.03,0,3,2,2.47
mol_3500,PubChem,59375959,-7.175,9,6,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c3c2N([H])C(=O)C([H])([H])C3=O)c([H])c1[H],237.26,46.17,1,2,1,2.88
mol_4545,PubChem,141374435,-7.198,9,0,[H]c1nc2c([H])c([H])c3c(C(=O)OC([H])([H])[H])c([H])c([H])c([H])c3c2c([H])c1[H],237.26,39.19,0,3,2,3.17
mol_4538,PubChem,482710,-7.041,9,6,[H]OC1(c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])C([H])=C([H])C(=O)C([H])=C1[H],237.26,50.19,1,3,2,2.12
mol_1868,PubChem,106886516,-7.069,9,22,[H]C(=O)c1oc([H])c([H])c1C([H])([H])c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H],237.26,43.1,0,3,3,3.23
mol_4345,PubChem,63866868,-7.025,9,17,[H]c1nc(-c2c([H])c([H])nc3c([H])c([H])c([H])c([H])c23)nc(N([H])N([H])[H])c1[H],237.27,76.72,2,5,3,1.98
mol_3628,PubChem,164745131,-7.154,9,22,[H]c1[c-][n+](-c2c([H])c([H])c(F)c(C([H])([H])[H])c2[H])c2c([H])c([H])c([H])c([H])c2c1[H],237.28,3.88,0,0,2,3.36
mol_2650,PubChem,172814062,-7.16,9,11,[H]c1c([H])c(F)c([H])c(C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c1[H],237.28,12.89,0,1,2,3.96
mol_1348,PubChem,129874644,-7.666,9,11,[H]c1c(C(N([H])[H])=[N+]([H])N([H])[H])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,237.29,78.9,3,2,2,0.05
mol_2158,PubChem,105499106,-7.004,9,0,[H]c1c([H])c([H])c([C@]2([H])c3c([H])c([H])c([H])c(C([H])([H])[H])c3N([H])C(=O)C2([H])[H])c([H])c1[H],237.3,29.1,1,1,2,3.47
mol_1489,PubChem,154029502,-7.053,9,0,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c3c(c1C2([H])[H])N([H])C([H])([H])C([H])([H])C3([H])[H],237.3,21.26,1,2,0,3.74
mol_1667,PubChem,121503949,-7.11,9,11,[H]c1nc2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2c(-c2c([H])c([H])nn2C([H])([H])[H])c1[H],237.31,30.71,0,2,4,3.25
mol_2555,PubChem,144281092,-7.02,9,6,[H]c1c(C([H])([H])[H])c([H])c2c(nc([H])c3nc([H])n(C4([H])C([H])([H])C([H])([H])C4([H])[H])c32)c1[H],237.31,30.71,0,2,2,3.62
mol_2978,PubChem,145533695,-7.044,9,44,[H]c1nc2c([H])c([H])c(C(F)(F)C(=O)ON([H])[H])c([H])c2c([H])c1[H],238.19,65.21,1,4,3,1.74
mol_4905,PubChem,156311767,-7.22,9,17,[H]c1nc2c([H])c(-c3n[n-]nc3C(=O)[O-])c([H])c([H])c2c([H])c1[H],238.21,92.9,0,5,2,0.01
mol_2146,PubChem,175822773,-7.003,9,0,[H]C1=C([H])C([H])([H])C(=O)c2c1c([H])c([H])c1c([H])c([H])c(C(=O)[O-])nc21,238.22,70.09,0,4,1,1.2
mol_18,PubChem,169402282,-7.114,9,22,[H]c1nc2c(-c3n[n-]nc3C(=O)N([H])[H])c([H])c([H])c([H])c2c([H])c1[H],238.23,95.86,1,4,2,0.75
mol_2442,PubChem,63970335,-7.022,9,28,[H]c1nc2c(-c3nc([O-])c([H])c(=O)n3[H])c([H])c([H])c([H])c2c([H])c1[H],238.23,81.7,1,4,1,1.06
mol_1732,PubChem,57722986,-7.28,9,17,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c3[n-]c(=O)c([H])c([H])c23)c(F)c1[H],238.24,31.17,0,1,1,2.96
mol_3611,PubChem,43322929,-7.155,8,19,[H]c1c([H])c([H])c(-c2c([H])c(=O)[n-]c3c(F)c([H])c([H])c([H])c23)c([H])c1[H],238.24,31.17,0,1,1,2.96
mol_888,PubChem,141228566,-7.185,9,0,[H]c1c([H])c([H])c(-c2c(F)c(=O)[n-]c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],238.24,31.17,0,1,1,2.96
mol_3565,PubChem,83130983,-7.52,9,28,[H]c1nc2c(-c3c([H])c(F)c([H])c([H])c3[O-])c([H])c([H])c([H])c2c([H])c1[H],238.24,35.95,0,2,1,3.11
mol_4057,PubChem,44460166,-7.065,8,38,[H]c1nc2c([O-])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3F)c2c([H])c1[H],238.24,35.95,0,2,1,3.11
mol_4375,PubChem,136328696,-7.472,9,33,[H]c1nc2c([H])c([H])c([H])c(-c3c([H])c(F)c([H])c([H])c3[O-])c2c([H])c1[H],238.24,35.95,0,2,1,3.11
mol_1121,PubChem,16059640,-7.545,9,28,[H]c1c([H])c(F)c([H])c(-c2c([H])c(=O)[n-]c3c([H])c([H])c([H])c([H])c23)c1[H],238.24,31.17,0,1,1,2.96
mol_1186,PubChem,19067587,-7.3,9,11,[H]c1c([H])c([H])c(-c2c([H])c(=O)[n-]c3c([H])c(F)c([H])c([H])c23)c([H])c1[H],238.24,31.17,0,1,1,2.96
mol_3544,PubChem,136328769,-7.435,9,17,[H]c1nc2c([H])c(-c3c([H])c(F)c([H])c([H])c3[O-])c([H])c([H])c2c([H])c1[H],238.24,35.95,0,2,1,3.11
mol_3477,PubChem,67756267,-7.094,9,0,[H]c1nc2c(c([H])c1C([H])([H])[H])c([H])c([H])c1c([H])c([H])c([N+](=O)[O-])c([H])c12,238.25,56.03,0,3,2,3.6
mol_2903,PubChem,71527815,-7.075,9,11,[H]c1c([H])c([H])c([C@]2([H])N([H])c3c([H])c([H])c([H])c([H])c3C(=O)C2([H])[H])c([O-])c1[H],238.27,52.16,1,3,1,2.5
mol_3220,PubChem,105501263,-7.055,9,11,[H]c1c([H])c([H])c([C@@]2([H])c3c([H])c([O-])c([H])c([H])c3N([H])C(=O)C2([H])[H])c([H])c1[H],238.27,52.16,1,2,1,2.23
mol_1061,PubChem,151458205,-7.143,9,33,[H]c1c([H])c(F)c([H])c(-c2c([H])c([H])c([H])c3c([H])c([H])c(N([H])[H])nc23)c1[H],238.27,38.91,1,2,2,3.62
mol_3049,PubChem,115042588,-7.036,9,11,[H]c1c([H])c(C([H])([H])[H])c2c(c1[H])c(C([H])([H])[H])c([H])c1nc(C(=O)C([H])([H])[H])c([H])n12,238.29,34.37,0,2,4,3.31
mol_1847,PubChem,156179510,-7.412,9,0,[H]c1nc(-c2c([H])c([H])c3c(c2[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c([H])c1[H],238.33,24.92,1,2,3,3.89
mol_4170,PubChem,20029198,-7.274,8,12,[H]c1c([H])c([H])c2c(N([H])[H])c3c(nc2c1[H])C([H])([H])C1(C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],238.33,38.91,1,2,1,3.48
mol_1279,PubChem,135705331,-7.016,9,11,[H]c1c([H])c([H])c2c([H])c3c(=O)[n-]c(C(=O)N([H])[H])nc3nc2c1[H],239.21,100.04,1,4,1,0.2
mol_2379,PubChem,163383351,-7.194,9,6,[H]c1nc([H])c2c(n1)c(N([H])[H])nc1c([H])c([H])c(C(=O)[O-])c([H])c12,239.21,104.82,1,6,2,0.12
mol_2983,PubChem,70092680,-7.216,9,0,[H]c1c([H])c([H])c2c([H])c(C(=O)N([H])[H])c(-c3nn[n-]n3)nc2c1[H],239.22,108.75,1,5,2,0.14
mol_96,PubChem,174983702,-7.609,9,6,[H]OOC(=O)c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,239.23,59.42,1,4,2,3.02
mol_4682,PubChem,140226286,-7.138,9,6,[H]c1onc(-c2nc3c([H])c(C(=O)N([H])[H])c([H])c([H])c3c([H])c2[H])c1[H],239.23,82.01,1,4,2,1.99
mol_2262,PubChem,115043601,-7.232,9,0,[H]c1c(C(=O)[O-])c([H])c2c(c1[H])c(C([H])([H])[H])c([H])c1nc(C([H])([H])[H])c([H])n12,239.25,57.43,0,3,3,1.47
mol_1347,PubChem,142654826,-7.371,9,17,[H]c1c([H])c([H])c(-n2c(=O)c([H])c([H])c3c([H])c([H])c([H])c([H])c32)c(F)c1[H],239.25,22.0,0,1,1,3.13
mol_2950,PubChem,66884269,-7.082,9,28,[H]c1nc([H])c(-c2nc3c(N([H])[H])c([H])c([H])c([H])c3c([H])c2[H])c([H])c1F,239.25,51.8,1,3,2,3.02
mol_1649,PubChem,65362049,-7.117,9,17,[H]O[C@@]([H])(c1c([H])n[n-]c1N([H])[H])c1c([H])nc2c([H])c([H])c([H])c([H])c2c1[H],239.26,86.13,2,4,4,1.25
mol_1356,PubChem,75426308,-7.027,9,33,[H]c1c([H])c([H])c2c(C([H])([H])n3nnnc3C([H])([H])[H])c([H])c(C([H])([H])[H])nc2c1[H],239.28,56.49,0,4,4,1.89
mol_4372,PubChem,163249662,-7.493,9,0,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C1c1c([H])c([H])c2c(c1[H])N([H])C(=O)C([H])([H])C2([H])[H],239.32,29.1,1,1,2,3.69
mol_1274,PubChem,113359523,-7.446,9,0,[H]c1nc2c([H])c([H])c([H])c([H])c2c2c1N([H])C([H])([H])C1(N2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],239.32,36.95,2,3,0,3.39
mol_934,PubChem,21451348,-7.531,9,0,[H]c1c([H])c([H])c2c(nc([H])c3c(=O)c([H])c(C(=O)[O-])oc32)c1[H],240.19,83.23,0,5,1,0.7
mol_149,PubChem,172858084,-7.03,9,6,[H]c1oc2c([H])c([H])c3c(=O)c([H])c(C(=O)[O-])nc3c2c([H])c1[H],240.19,83.23,0,5,1,0.7
mol_2373,PubChem,43668256,-7.033,9,17,[H]c1c([H])c(C([H])([H])[H])c2c(=O)c([H])c(C(F)(F)F)[n-]c2c1C([H])([H])[H],240.2,31.17,0,1,2,2.79
mol_1426,PubChem,62810593,-7.08,9,17,[H]c1c(F)c(F)c2c(=O)c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])[n-]c2c1F,240.2,31.17,0,1,3,2.7
mol_2350,PubChem,164536987,-7.089,9,0,[H]c1c(C(=O)[O-])c([H])c2c(nc(N([H])[H])c3c(C([H])([H])[H])[n-]nc32)c1[H],240.22,106.03,1,5,3,-0.01
mol_4402,PubChem,101076441,-7.163,9,0,[H]c1c([N+](=O)[O-])c([H])c2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])[n+]([O-])c12,240.22,70.08,0,3,1,2.53
mol_1040,PubChem,113844649,-7.071,9,17,[H]c1nc2c([H])c([H])c([H])c(-c3[n-]c(=O)nc([H])c3F)c2c([H])c1[H],240.22,56.95,0,3,1,1.75
mol_2824,PubChem,115044093,-7.179,8,0,[H]c1c(C([H])([H])[H])c([H])c2c([H])c([H])c3nnc(C([H])([H])C(=O)[O-])n3c2c1[H],240.24,70.32,0,4,3,0.48
mol_632,PubChem,19379412,-7.261,8,12,[H]c1oc([H])c(-c2c([H])c(=O)[n-]c3c([H])c(OC([H])([H])[H])c([H])c([H])c23)c1[H],240.24,53.54,0,3,3,2.43
mol_1885,PubChem,79778075,-7.239,9,6,[H]c1nc2c([H])c([H])c([H])c(N3C(=O)[N-]C(=O)C([H])([H])C3([H])[H])c2c([H])c1[H],240.24,64.37,0,3,1,2.47
mol_796,PubChem,81221756,-7.129,9,22,[H]c1nc2c([H])c([H])c([H])c(-c3nc(N([H])[H])nc([H])c3F)c2c([H])c1[H],240.24,64.69,1,4,2,2.41
mol_3034,PubChem,135623218,-7.258,9,0,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c2c(c1[H])c(=O)c(-c1nn[n-]n1)c([H])n2[H],240.25,85.63,1,4,3,0.9
mol_413,PubChem,135974111,-7.395,9,11,[H]c1c([H])c(C([H])([H])[H])c2c([H])c(-c3nnn([H])n3)c(=O)[n-]c2c1C([H])([H])[H],240.25,85.63,1,4,3,0.95
mol_3088,PubChem,136314644,-7.138,9,6,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c2c(c1[H])c([H])c(-c1nn[n-]n1)c(=O)n2[H],240.25,85.63,1,4,3,0.9
mol_514,PubChem,136314636,-7.202,9,17,[H]c1c(C([H])([H])[H])c([H])c2c([H])c(-c3nnn([H])n3)c(=O)[n-]c2c1C([H])([H])[H],240.25,85.63,1,4,3,0.95
mol_1015,PubChem,105254652,-7.227,9,50,[H]c1nn([H])nc1[C@]([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12)N([H])N([H])[H],240.27,92.51,3,5,4,0.91
mol_774,PubChem,55174407,-7.147,9,11,[H]c1c(-n2nnnc2[H])c(C([H])([H])[H])c2nc(N([H])[H])c(C([H])([H])[H])c([H])c2c1[H],240.27,82.51,1,5,4,1.41
mol_528,PubChem,113457556,-7.218,9,22,[H]c1nc2c(N([H])[H])c([H])c([H])c(-n3nnnc3C([H])([H])C([H])([H])[H])c2c([H])c1[H],240.27,82.51,1,5,4,1.36
mol_3999,PubChem,105254861,-7.306,9,22,[H]c1nn([H])nc1[C@@]([H])(c1c([H])c([H])c([H])c2nc([H])c([H])c([H])c12)N([H])N([H])[H],240.27,92.51,3,5,4,0.91
mol_3186,PubChem,105254688,-7.066,9,33,[H]c1nn([H])nc1[C@@]([H])(c1c([H])c([H])c2c([H])c([H])c([H])nc2c1[H])N([H])N([H])[H],240.27,92.51,3,5,4,0.91
mol_2124,PubChem,105254781,-7.602,9,33,[H]c1nn([H])nc1[C@@]([H])(c1c([H])nc2c([H])c([H])c([H])c([H])c2c1[H])N([H])N([H])[H],240.27,92.51,3,5,4,0.91
mol_3494,PubChem,105230397,-7.263,9,28,[H]c1nc([C@]([H])(c2c([H])c([H])c3c([H])c([H])c([H])nc3c2[H])N([H])N([H])[H])n([H])n1,240.27,92.51,3,5,4,0.91
mol_4516,PubChem,162938070,-7.156,9,0,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])Oc2c1c(=O)[n-]c1c([H])c([H])c(C([H])([H])[H])c([H])c21,240.28,40.4,0,2,3,2.65
mol_2414,PubChem,110857076,-7.047,8,6,[H]c1n[n-]c(C(=O)N2c3c([H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])C2([H])[H])c1C([H])([H])[H],240.29,47.3,0,2,2,1.94
mol_600,PubChem,154452906,-7.094,9,0,[H]C1=C(N([H])[H])N([H])C([H])=[N+]([H])[C@]1(c1c([H])nc2c([H])c([H])c([H])c([H])c2c1[H])N([H])[H],240.29,90.93,4,4,3,-1.14
mol_821,PubChem,63999417,-7.132,9,11,[H]c1n[n-]c(C([H])([H])[H])c1C(=O)N1c2c([H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H],240.29,47.3,0,2,2,1.94
mol_1080,PubChem,153702579,-7.404,9,11,[H]C1=C([H])[C@@](c2c([H])c([H])c3nc([H])c([H])c([H])c3c2[H])(N([H])[H])[N+]([H])=C(N([H])[H])N1[H],240.29,90.93,4,4,2,-1.14
mol_1231,PubChem,144432607,-7.555,9,11,[H]C1=C([H])N([H])[C@@](c2c([H])nc3c([H])c([H])c([H])c([H])c3c2[H])(N([H])[H])[N+]([H])=C1N([H])[H],240.29,90.93,4,4,2,-1.14
mol_4634,PubChem,144432609,-7.54,9,11,[H]C1=C([H])N([H])[C@](c2c([H])c([H])c3nc([H])c([H])c([H])c3c2[H])(N([H])[H])[N+]([H])=C1N([H])[H],240.29,90.93,4,4,2,-1.14
mol_4670,PubChem,91272123,-7.159,9,6,[H]c1c([H])c([H])c2c(nc([C@@]([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c3c2nc([H])n3[H])c1[H],240.31,67.59,2,3,5,2.77
mol_2122,PubChem,140982865,-7.52,9,6,[H]c1nc2c([H])c3c(c([H])c2c([H])c1[H])OC([H])([H])C31C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H],240.31,34.15,1,3,0,2.25
mol_2895,PubChem,71378136,-7.019,9,11,[H]c1nc([H])c(-c2c([H])c(Cl)c([H])c3nc([H])c([H])c([H])c23)c([H])c1[H],240.69,25.78,0,2,1,3.95
mol_1834,PubChem,170657850,-7.222,9,6,[H]c1nc2c([H])c(C(=O)[O-])c([H])c([H])c2c2c1N([H])C(=O)C2=O,241.18,99.19,1,5,1,-0.27
mol_1446,PubChem,69455788,-7.088,9,0,[H]c1c([H])c([H])c2c(c1[H])c(C(=O)[N-]N([H])[H])c([H])c1n[n-]c(=O)n12,241.21,105.66,1,4,2,0.19
mol_2719,PubChem,163382629,-7.161,9,0,[H]c1c(C(=O)[O-])c([H])c2c(nc(N([H])[H])c3c2c([H])nn3C([H])([H])[H])c1[H],241.23,96.86,1,5,3,0.07
mol_1880,PubChem,90080720,-7.347,9,11,[H]c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[C@@]1([H])OC(N([H])[H])=C([O-])C1=O,241.23,88.27,1,5,2,0.36
