Ligand,Source,SourceID,Affinity,TotalModes,SimScore,SMILES,MW,TPSA,HBD,HBA,RotB,LogP
mol_1344,PubChem,451705,-7.944,9,0,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2[C@]1(C([H])([H])[H])O[C@@]5([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])[C@@]1([H])OC([H])([H])[H])C(=O)N([H])C3([H])[H],466.54,69.45,2,4,5,4.35
mol_170,PubChem,44259,-7.943,9,0,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2[C@]1(C([H])([H])[H])O[C@@]5([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])[C@@]1([H])OC([H])([H])[H])C(=O)N([H])C3([H])[H],466.54,69.45,2,4,5,4.35
mol_3023,PubChem,139584671,-7.435,9,11,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])Oc2c([H])c([H])c3c(C([H])([H])[C@@]4([H])C(=O)N5C([H])([H])C([H])([H])C([H])([H])[C@]5([H])C(=O)N4[H])c(C(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])c3c2[C@@]1([H])O[H],467.57,114.89,4,5,10,2.23
mol_1733,PubChem,139584398,-7.434,9,11,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])Oc2c([H])c([H])c3c(C([H])([H])[C@@]4([H])C(=O)N5C([H])([H])C([H])([H])C([H])([H])[C@]5([H])C(=O)N4[H])c(C(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])c3c2[C@@]1([H])O[H],467.57,114.89,4,5,10,2.23
mol_487,PubChem,138108753,-7.447,9,11,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1C(F)(F)F,468.45,78.46,1,4,7,4.3
mol_4810,PubChem,11590899,-7.131,9,17,[H]c1c([H])c([H])c(-c2c([H])c([H])c(-c3nc4c([H])c([H])c(F)c([H])c4c(N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c3C#N)c([H])c2[H])c(OC([H])([H])C([H])([H])[H])c1[H],468.51,98.07,1,6,10,4.92
mol_614,PubChem,67675241,-7.675,9,11,[H]c1c([H])c([H])c(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],468.53,105.33,2,4,10,2.33
mol_1378,PubChem,16040259,-7.626,9,6,[H]C1=NC(=O)c2c1c1c3c([H])c([H])c([H])c([H])c3n3c1c1c2c2c(n1[C@@]1([H])O[C@]3(C([H])([H])[H])[C@]([H])(OC([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],468.56,69.78,1,4,5,4.41
mol_3865,PubChem,7009783,-7.272,9,11,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@]([H])(C([H])([H])C(=O)[O-])C([H])([H])c1c([H])c([H])c(Cl)c([H])c1Cl,469.34,78.46,1,4,7,4.58
mol_2366,PubChem,156757826,-7.473,9,0,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c(Cl)c([H])c1Cl,469.34,78.46,1,4,7,4.58
mol_678,PubChem,156757830,-7.426,9,44,[H]c1c([H])c(Cl)c(C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c(Cl)c1[H],469.34,78.46,1,4,7,4.58
mol_1829,PubChem,138108431,-7.416,9,0,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c(Cl)c(Cl)c1[H],469.34,78.46,1,4,7,4.58
mol_2145,PubChem,156757824,-7.328,9,17,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(Cl)c1Cl,469.34,78.46,1,4,7,4.58
mol_1237,PubChem,86655494,-7.492,9,22,[H]C(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)=C([H])c1c([H])c(C(F)(F)F)c([H])c(C(F)(F)F)c1[H],469.36,85.02,2,3,6,3.7
mol_86,PubChem,1768585,-7.961,9,22,[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)C([H])([H])Oc1c([H])c([H])c3c(oc(=O)c4c([H])c([H])c([H])c([H])c43)c1C([H])([H])[H])c([H])n2[H],469.47,124.46,2,6,8,2.59
mol_602,PubChem,9825912,-8.129,9,11,[H]O[C@@]1([H])[C@]([H])(OC([H])([H])[H])[C@]2(C([H])([H])[H])O[C@@]([H])(n3c4c([H])c([H])c([H])c([H])c4c4c5c(c6c7c([H])c([H])c([H])c([H])c7n2c6c43)C([H])([H])N([H])C5=O)[C@]1([H])O[H],469.5,97.88,3,5,5,3.1
mol_1027,PubChem,135862989,-7.168,9,50,[H]ON([H])C(c1onc(-c2c([H])c([H])c(N([H])c3nc4c([H])c([H])c(F)c([H])c4s3)c([H])c2[H])c1[H])=[N+]([H])[C@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H],469.5,137.31,4,8,10,1.41
mol_3273,PubChem,68297382,-7.005,9,0,[H]c1c([H])c([H])c(-c2c([H])c3c([O-])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])nc([H])c3n([C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c2=O)c([H])c1[H],469.5,127.18,1,6,9,2.01
mol_610,PubChem,46737439,-7.464,9,0,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c1c(C([H])([H])[H])n([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12,469.52,103.48,2,5,9,3.68
mol_1362,PubChem,67779348,-7.442,9,0,[H]c1nc([H])c([H])c(C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],469.52,118.22,2,5,10,1.72
mol_4730,PubChem,491048,-7.091,9,6,[H]c1oc([H])c(-c2nc3c([H])c(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c4c([H])n([H])c5c([H])c([H])c([O-])c([H])c45)c([H])c([H])c3n2C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],470.48,139.04,2,6,9,2.52
mol_2344,PubChem,4887438,-7.146,9,11,[H]c1c([H])c(-n2c([H])c(OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])c3c2nc(C([H])([H])C([H])([H])C([H])([H])[H])n2c3nc3c([H])c([H])c([H])c([H])c32)c([H])c2c1OC([H])([H])C([H])([H])O2,470.53,79.88,0,6,8,5.26
mol_1342,PubChem,4898805,-7.04,9,6,[H]c1c([H])c(C([H])([H])n2c([H])c(OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])c3c2nc(C([H])([H])C([H])([H])C([H])([H])[H])n2c3nc3c([H])c([H])c([H])c([H])c32)c([H])c2c1OC([H])([H])O2,470.53,79.88,0,6,9,5.27
mol_118,PubChem,23003911,-7.285,9,22,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)N([H])c2c([H])c([H])c(C([H])([H])C(=O)N3c4c([H])c([H])c([C@]([H])(C([H])([H])[H])C([H])([H])C(=O)[O-])c([H])c4C([H])([H])C3([H])[H])c([H])c2[H])c1[H],470.55,101.57,2,4,9,4.01
mol_624,PubChem,4369398,-7.65,9,0,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c(n6c4c1n2[C@]1(C([H])([H])[H])O[C@@]6([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])[C@]1([H])OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C(=O)N([H])C3([H])[H],470.57,69.45,2,4,5,4.08
mol_459,PubChem,16403619,-7.84,9,33,[H]C(=C1Oc2c([H])c(OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c([H])c([H])c2C1=O)c1oc([H])c([H])c1[H],471.44,133.69,2,7,8,2.23
mol_254,PubChem,16406752,-8.013,9,11,[H]c1oc2c(c1C([H])([H])[H])c(C([H])([H])[H])c([H])c1oc(=O)c(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c(C([H])([H])[H])c12,471.49,128.37,2,6,9,2.97
mol_2445,PubChem,1760416,-7.565,9,0,[H]c1oc2c([H])c3oc(=O)c(C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c4c([H])n([H])c5c([H])c([H])c([H])c([H])c45)c(C([H])([H])[H])c3c([H])c2c1C([H])([H])[H],471.49,128.37,2,6,9,3.05
mol_376,PubChem,1806066,-7.74,9,11,[H]c1oc2c(C([H])([H])[H])c3oc(=O)c(C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c4c([H])n([H])c5c([H])c([H])c([H])c([H])c45)c(C([H])([H])[H])c3c([H])c2c1C([H])([H])[H],471.49,128.37,2,6,9,2.97
mol_2493,PubChem,343373,-7.308,9,0,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],471.51,109.52,3,5,9,4.43
mol_2974,PubChem,3738429,-7.042,9,6,[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([N+](=O)[O-])c1N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,473.49,157.7,2,8,8,0.87
mol_628,PubChem,16401400,-8.101,9,22,[H]c1c(C([H])([H])[H])c([H])c2oc(=O)c3c(c2c1O[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H],473.5,124.46,2,6,9,2.32
mol_173,PubChem,1762784,-7.703,9,28,[H]c1c(OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c(C([H])([H])[H])c2oc(=O)c3c(c2c1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],473.5,124.46,2,6,8,2.32
mol_510,PubChem,1792394,-8.071,9,33,[H]c1c(C([H])([H])[H])c([H])c2oc(=O)c3c(c2c1OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],473.5,124.46,2,6,8,2.32
mol_47,PubChem,16397217,-7.543,9,0,[H]c1c(O[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c([H])c2oc(=O)c3c(c2c1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],473.5,124.46,2,6,8,2.4
mol_1269,PubChem,3806175,-7.3,9,28,[H]C(=N[C@@]([H])(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)c1c([O-])n(-c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c(=O)n([H])c1=O,473.51,132.37,2,6,10,2.37
mol_831,PubChem,20767623,-7.192,9,11,[H]c1nc2c([H])c([H])c([H])c([H])c2nc1-n1c(=O)c2c(n1C([H])([H])[H])C([H])([H])C([H])([H])N(c1nc([C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])nc([H])c1[H])C2([H])[H],473.54,108.03,0,8,9,2.88
mol_2110,PubChem,44290947,-7.394,9,22,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(-c2c([H])c([H])c(C(=O)N([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c3[H])c([H])c2[H])c1[H],473.55,150.1,4,4,11,1.07
mol_1900,PubChem,44290965,-7.176,9,11,[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c(C([H])([H])[C@@]([H])(C(=O)OC([H])([H])[H])[C@@]([H])(N([H])C(=O)c2c([H])c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3[H])c([H])c2[H])C([H])([H])[H])c1[H],473.55,150.1,4,4,11,1.07
mol_130,PubChem,4835914,-7.804,9,0,[H]c1c(O[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([O-])c([H])c23)C([H])([H])[H])c([H])c2oc(=O)c3c(c2c1[H])C([H])([H])C([H])([H])C3([H])[H],474.47,147.52,2,7,8,1.08
mol_287,PubChem,4836751,-8.112,9,11,[H]c1c(OC([H])([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([O-])c([H])c23)c([H])c2oc(=O)c3c(c2c1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],474.47,147.52,2,7,7,1.08
mol_166,PubChem,4895765,-7.786,9,6,[H]c1c(OC([H])([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([O-])c([H])c23)c(C([H])([H])[H])c2oc(=O)c3c(c2c1[H])C([H])([H])C([H])([H])C3([H])[H],474.47,147.52,2,7,8,1.0
mol_451,PubChem,4834545,-8.09,9,0,[H]c1c(C([H])([H])[H])c([H])c2oc(=O)c3c(c2c1OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([O-])c([H])c12)C([H])([H])C([H])([H])C3([H])[H],474.47,147.52,2,7,8,1.0
mol_4026,PubChem,22881952,-7.022,9,11,[H]C(=O)[C@]([H])(N([H])C(=O)C([H])([H])n1c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1=O)C([H])([H])C(=O)[O-],474.49,137.4,2,6,11,0.91
mol_2517,PubChem,52933761,-7.484,9,0,[H]c1c([H])c(-c2c([H])c(F)c(F)c([H])c2OC([H])([H])[H])c([H])c([H])c1OC([H])([H])[C@@]1([H])C([H])([H])N(C(=O)[C@@]([H])(C(=O)[O-])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],474.52,78.9,0,5,8,3.67
mol_581,PubChem,71751281,-7.923,9,0,[H]N1C(=O)c2c(c3c4c(n5c3c3c2c2c(n3[C@@]3([H])O[C@]5(C([H])([H])[H])[C@]([H])(OC([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C1([H])[H],474.6,69.45,2,4,5,3.81
mol_4120,PubChem,23644059,-7.951,9,0,[H]N1C(=O)c2c(c3c4c(n5c3c3c2c2c(n3[C@@]3([H])O[C@]5(C([H])([H])[H])[C@]([H])(OC([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C1([H])[H],474.6,69.45,2,4,5,3.81
mol_871,PubChem,124518040,-7.928,9,0,[H]N1C(=O)c2c(c3c4c(n5c3c3c2c2c(n3[C@@]3([H])O[C@]5(C([H])([H])[H])[C@]([H])(OC([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C1([H])[H],474.6,69.45,2,4,5,3.81
mol_489,PubChem,24890333,-7.381,9,56,[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c([C@]34C([H])([H])[C@@]5([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C5([H])[H])C3([H])[H])C4([H])[H])c([H])c2[H])c1OC([H])([H])[H],474.62,78.46,1,4,11,4.41
mol_1762,PubChem,16399314,-7.563,9,39,[H]c1c(O[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c(C([H])([H])[H])c2oc(=O)c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c2c1[H],475.52,124.46,2,6,12,2.78
mol_2860,PubChem,1759663,-7.129,9,0,[H]c1c(OC([H])([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c(C([H])([H])[H])c2oc(=O)c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2c1[H],475.52,124.46,2,6,12,2.78
mol_890,PubChem,16048422,-7.169,9,11,[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(=O)N([H])[C@@]([H])(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c2[H])c([H])c1[H],475.54,98.33,2,4,12,3.26
mol_4523,PubChem,4834840,-7.468,9,22,[H]c1c(OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([O-])c([H])c23)c(C([H])([H])[H])c2oc(=O)c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c2c1[H],476.48,147.52,2,7,11,1.47
mol_937,PubChem,4835711,-7.946,9,22,[H]c1c(C([H])([H])[H])c([H])c2oc(=O)c(C([H])([H])[H])c(C([H])([H])[H])c2c1O[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([O-])c([H])c12)C([H])([H])[H],476.48,147.52,2,7,11,1.52
mol_1286,PubChem,4835762,-7.403,9,22,[H]c1c(OC([H])([H])[H])c(C([H])([H])[H])c2oc(=O)c(C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([O-])c([H])c34)c(C([H])([H])[H])c2c1[H],476.48,147.52,2,7,11,1.38
mol_3642,PubChem,4836829,-7.216,9,22,[H]c1c(C([H])([H])[H])c([H])c2oc(=O)c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c2c1OC([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([O-])c([H])c12,476.48,147.52,2,7,11,1.47
mol_2293,PubChem,4835129,-7.767,9,0,[H]c1c(O[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([O-])c([H])c23)C([H])([H])[H])c(C([H])([H])[H])c2oc(=O)c(C([H])([H])[H])c(C([H])([H])[H])c2c1[H],476.48,147.52,2,7,11,1.52
mol_4821,PubChem,16405902,-7.078,9,0,[H]c1c([H])c([H])c2c(c1[H])N([H])C(=O)C([H])([H])N2C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)C([H])(C([H])([H])[H])C([H])([H])[H],476.51,146.46,4,5,9,1.14
mol_2244,PubChem,6568543,-7.417,9,0,[H]c1c(C([H])([H])[H])c([H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1OC(=O)[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,476.53,110.63,2,6,7,4.93
mol_2127,PubChem,1801010,-7.405,9,6,[H]c1c(OC(=O)[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c(C([H])([H])[H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1[H],476.53,110.63,2,6,7,4.93
mol_853,PubChem,25180707,-7.902,9,0,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])Oc2c([H])c([H])c3c4c(n([O-])c3c21)C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]23C(=O)N([H])[C@]1(C(=O)N2C([H])([H])C([H])([H])C3([H])[H])[C@]4([H])OC([H])([H])[H],476.55,95.86,1,5,6,3.4
mol_703,PubChem,44397021,-7.805,9,17,[H]c1c([H])c(N([H])C([H])([H])c2oc3c([H])c([H])c([H])c([H])c3c2[H])c([H])c([H])c1-c1c([H])c([H])c(S(=O)(=O)[N-][C@@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],476.55,113.54,1,6,11,4.55
mol_2597,PubChem,135887106,-7.33,9,11,[H]c1c([H])c(N([H])C([H])([H])[C@]2([H])C([H])([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])P(=O)([O-])[O-],477.39,228.25,5,11,10,-2.8
mol_3365,PubChem,135887125,-7.008,9,17,[H]c1c([H])c(N([H])C([H])([H])[C@]2([H])C([H])([H])c3c(nc(N([H])[H])[n-]c3=O)N([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])S(=O)(=O)[O-],477.48,220.57,4,11,10,-2.54
mol_1960,PubChem,10504802,-7.727,9,0,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@@]1([H])ON=C(c3c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c3[H])C1([H])[H])C([H])([H])C(=O)[O-])C([H])([H])C2([H])[H],477.52,162.74,3,6,8,-1.76
mol_403,PubChem,3703001,-7.31,9,11,[H]c1c([H])c([H])c(C2=NN(C(=O)C([H])([H])C([H])([H])C(=O)[O-])[C@@]([H])(c3c(-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])nn(-c4c([H])c([H])c([H])c([H])c4[H])c3[H])C2([H])[H])c([H])c1[H],477.54,90.62,0,5,8,4.06
mol_465,PubChem,156582094,-8.115,9,0,[H]O[C@]1([H])c2c(n([H])c3c4c(c(OC([H])([H])[H])c([H])c23)OC(C([H])([H])[H])(C([H])([H])[H])C([H])=C4[H])C(C([H])([H])[H])(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]34C(=O)N([H])[C@@]21C(=O)N3C([H])([H])C([H])([H])C4([H])[H],477.56,103.89,3,5,7,2.94
mol_3092,PubChem,86618335,-7.131,9,22,[H]c1c([H])c(-c2oc3c([H])c4n(c3c2[H])C(=S)N(C([H])([H])C([H])([H])[C@@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C4=O)c([H])c(C(F)(F)F)c1[H],478.49,64.68,0,5,9,5.49
mol_1508,PubChem,21949312,-7.158,9,0,[H]c1nc(N([H])C(=O)N2C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])C2([H])[H])c([H])c(Oc2c([H])c([H])c3c(c2[H])c([H])c([H])n3C(=O)N([H])C([H])([H])[H])c1[H],478.53,128.62,2,6,8,3.18
mol_1527,PubChem,10457840,-7.647,9,0,[H]c1c(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])(C([H])([H])[C@]([H])(c3c([H])c([H])c4c(c3[H])OC([H])([H])O4)C([H])([H])C(=O)[O-])C([H])([H])C2([H])[H])nc2c(c1[H])C([H])([H])C([H])([H])C([H])([H])N2[H],478.57,103.82,1,7,8,2.65
mol_1424,PubChem,11363622,-7.387,9,6,[H]c1c(N([H])[H])c([H])c2c(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc(-n3c([H])c(C(=O)C([H])([H])C([H])([H])C(=O)[O-])c4c([H])c(Cl)c([H])c([H])c43)nc2c1[H],478.92,126.4,1,8,7,2.36
mol_1538,PubChem,156613988,-7.239,9,11,[H]C1=C([H])[C@]2(C([H])([H])[H])C(=C([H])C1=O)C([H])([H])C([H])([H])[C@@]1([H])[C@@]2(F)C(=O)C([H])([H])[C@]2(C([H])([H])[H])[C@@](OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])(C(=O)C([H])([H])Cl)[C@]([H])(C([H])([H])[H])C([H])([H])[C@]12[H],478.99,77.51,0,5,9,4.56
mol_2603,PubChem,156757808,-7.333,9,0,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(Br)c1[H],479.35,78.46,1,4,7,4.04
mol_3274,PubChem,137701507,-7.256,9,22,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C([H])([H])C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c(Br)c1[H],479.35,78.46,1,4,7,4.04
mol_1922,PubChem,2761588,-7.064,9,6,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)C([H])([H])C(=O)[O-])c(Br)c1[H],479.35,78.46,1,4,7,4.04
mol_107,PubChem,10906957,-7.693,9,0,[H]c1c([H])c([H])c2c(c1[H])c1c3c(c4c5c([H])c([H])c([H])c([H])c5n5c4c1n2[C@]1(C([H])([H])[H])O[C@@]5([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])[C@@]1([H])OC([H])([H])[H])C(=O)[N-]C3=O,479.52,88.59,1,5,5,4.78
